Kdn.;Name;Name_2;Name_3;Straße;Plz;Ort;Land;Telefon;Telefax;E-Mail;WWW;Verbands- code;Verband;Vertreter- code;Vertretername;Tel. Vertreter;E-Mail-Vertreter;Verbandsnummer 
21237;Heinz Lutze GmbH & Co. KG;Kreditorenbuchhaltung;;Hullerser Tor 9;37574;Einbeck;Deutschland;05561 / 79030;05561 / 790399;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
22034;OBI Heimwerkermarkt GmbH & Co.KG;MIETPROFI;;Albaxerstr. 64;37671;Höxter;Deutschland;;;;;44;MIETPROFI;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
24253;OBI Heimwerkermarkt GmbH & Co.KG;Marktnr. 437;;Albaxerstr. 64;37671;Höxter;Deutschland;;;;;24;Obi;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
34319;A. Weische GmbH & Co. KG;;;Industriestrasse 18;37688;Beverungen;Deutschland;05273 / 36380;05273 / 363840;info@weische-holz.de;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
24305;Ludwig Ohlendorf KG;;;Ackerhof 1;38100;Braunschweig;Deutschland;0531-2422214;0531/44434;info@ludwig-ohlendorf.de;;4;NW;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;NW 5648
16147;Frank + Warnecke;GmbH;;Stieglitzweg 11;38108;Braunschweig;Deutschland;0531 / 215450;0531 / 2154512;info@frawa-bs.de;;4;NW;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;NW 7772
25023;Horst Poser;;;Germersheimer Str. 4;38112;Braunschweig;Deutschland;;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
11191;Agravis Technik GmbH;Südhannover / Braunschweig;;Helmstedterstr. 18;38154;Königslutter;Deutschland;05353 / 91740;05353 / 2791;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
24424;BHW Flatt & Ebel GmbH & Co.;Salzgitter - Lebenstedt KG;;Theodor-heuss-Str. 51;38228;Salzgitter;Deutschland;;;;;24;Obi;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;Marktnr. 143
29076;Oscar Scholz;;;Leibnitzstraße 1;38228;Salzgitter 1;Deutschland;;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
11120;Alpers GmbH;;;Amboßweg 20;38229;Salzgitter;Deutschland;05341/848711  FAX 84;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
20035;Kucz-Gartentechnik;;;Amboßweg 20;38229;Salzgitter;Deutschland;05341/84 65 42;05341/84 65 43;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
20343;Kucz Gartentechnik;;;Ambossweg 20;38229;Salzgitter;Deutschland;05341 / 846542;05341 / 846543;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
24566;OBI Bau- und HWM GmbH & CO. KG;Marktnr. 102;;Porschestr. 8;38259;Salzgitter;Deutschland;;;;;24;Obi;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
21170;L W S Loske;Werkzeug Service;;Im Sommerfeld 2B;38302;Wolfenbüttel;Deutschland;05331/978550;05331/978551;LWSLoske@aol.com;www.LWS-Loske.de;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
18152;Rentas Werkzeugvermietung + Service;(im Hellweg Baumarkt) Inh. R. Schettler;;Schweigerstraße 13;38302;Wolfenbüttel;Deutschland;05331-9925171;05331-9925172;;www.rentas.de;47;Krämer, Duisburg;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;Krämer Einkauf+Marketing Gruppe (KEM)
22640;Mager & Wedemeyer;Maschinenvertrieb GmbH & Co. KG;;Kurzer Weg 3;38304;Wolfenbüttel - Leinde;Deutschland;04207 / 25205;04207 / 229368;info@muw.de;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
14241;Etzold Landtechnik;Inh. Jochen Etzold;;Kurzer Weg 3;38304;Leinde;Deutschland;05341 / 25205;05341 / 22968;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
18601;Waldemar Hattwig GmbH;Land-u.Gartentechnik;;Gewerbegebiet Nord;38315;Schladen;Deutschland;05335/9280-0;05335/9280-80;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
20017;Kielgast GmbH;Oberflächentechnik;;Kybitzstr. 19 a;38350;Helmstedt;Deutschland;05351/2488 FAX 42128;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
24542;OBI Bau- und HWM;Becker & Glatt GmbH & Co. KG;;Werner-von-Siemens-Str. 6;38350;Helmstedt;Deutschland;;;;;24;Obi;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
31084;TPS Industriewaschmaschinen -+;Anlagenbau GmbH;;Alversdorfer Weg 1;38364;Schöningen;Deutschland;05352/59665  FAX 506;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
14076;Willi Ebeling Großhandel Werkzeuge;Masch. Eisenw. Inh. Karsten Genthe e.K.;;Bahnhofspassage 8;38440;Wolfsburg;Deutschland;05361/29802-0;05361/29802-18;verkauf@ebeling-wolfsburg.de;;5;EDE-Verband;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;EDE 110 442
27283;AGRAVIS Niedersachsen Süd GmbH;Raiffeisenmarkt Fallersleben;;Hafenstraße 8;38442;Wolfsburg;Deutschland;05362/96966-0;05362/966629;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
24457;OBI Bau- u. HWM Flatt & Ebel;GmbH & Co. Wolfsburg KG;;Gew.Gebiet Heinenkamp 8;38444;Wolfsburg;Deutschland;05308 / 93940;05308 / 939430;;;24;Obi;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;Marktnr. 130
18089;Karl Hohls;Eisenwaren-Werkzeuge;;Lange Straße 22 - 24;38448;Wolfsburg;Deutschland;05363 / 97170;05363 / 971777;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;EDE 865 192
29211;Schönberger;Baumarkt GmbH  KG;;Maschweg 30;38448;Wolfsburg;Deutschland;05361/61088 fax 6501;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
11132;ABL GmbH  Altmärker;Bau-+ Landmasch.Handel GmbH;;Hasselbusch 2;38486;Klötze;Deutschland;03909/472139 fax 472;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
21211;Landtechnik-Handels GmbH;;;Salzwedeler Str. 34h;38486;Klötze;Deutschland;;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
29015;Schiwik Baustoffe;--> Standortaufgabe <--;;Braunschweiger Str. 106;38518;Gifhorn;Deutschland;05371/53043;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
24531;OBI (126);Heimwerkermarkt;;Im Paulsumpf 3;38518;Gifhorn;Deutschland;05371-97860;05371-71753;;;24;Obi;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
11103;C.W. Adam & Sohn GmbH;;;Stadtstieg 20;38642;Goslar;Deutschland;0551-4930 FAX:-49310;;;;4;NW;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;NW 5000
25022;Poschner & Bock;;;Bahnhofstr. 18;38642;Goslar;Deutschland;;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
21153;August Lüders;Inh.Theodor Heyke;;Am Güterbahnhof 6;38667;Bad Harzburg;Deutschland;05322/2210 FAX 2247;;;;4;NW;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;NW 5.552
20172;Karl Karrenführer;Gartengeräte;;Meisterstr. 4;38685;Langelsheim;Deutschland;;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
31643;Reinigunstechnik Thies;;;Im Stadtfeld 10;38685;Langelsheim;Deutschland;05326 / 8095;05326 / 3027;reinigungstechnik.thies@t-online.de;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
22192;Mannesmann Haustechnik;Hille;;Bahnhofstr. 14;38723;Seesen;Deutschland;;;;;11;E.I.S.;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;E.I.S. 107
22193;Mannesmann Haustechnik;Hille;;Triftstr. 27;38723;Seesen;Deutschland;;;;;11;E.I.S.;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;E.I.S. 107
19665;Jesse GmbH & Co. KG;;;Triftstrasse 33;38723;Seesen;Deutschland;05381 / 947034;05381 / 94708334;dennis.voges@jesseonline.de;www.jesseonline.de;5;EDE-Verband;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;EDE 276 812
11187;AGP Bauzentrum GmbH;;;Dornbergsweg 26;38855;Wernigerode;Deutschland;03943 / 55050;03943 / 550525;;;10;Eurobaustoffe;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;Interpares 38055
18990;Hoffmann & Hoppestock GmbH;;;Ilsenburger Str. 27a;38855;Wernigerode;Deutschland;03943 / 5539362;03943 / 5539241;info@h-h-gmbh.net;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
27324;Jürgen Reichel GmbH;;;Auf dem Roland7;38871;Abbenrobe;Deutschland;039452-80020;039452-80299;ralf.bergert@reichel-gmbh.de;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
11230;AGRAVIS Technik Münsterland GmbH;Außenstelle Ascheberg;;Postfach 66 69;48035;Münster;Deutschland;02561-937122;;heinz-josef.peek@agravis.de;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
11233;AGRAVIS Technik Münsterland  GmbH;Außenstelle Olfen;;Postfach 66 69;48035;Münster;Deutschland;02561-937122;;heinz-josef.peek@agravis.de;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
11234;AGRAVIS Technik Ahaus-Borken GmbH;Außenstelle Steinfurt;;Postfach 66 69;48035;Münster;Deutschland;02561-937122;;heinz-josef.peek@agravis.de;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
11231;AGRAVIS Technik Ahaus-Borken GmbH;Außenstelle Borken;;Postfach 6669;48035;Münster;Deutschland;02561-937122;;heinz-josef.peek@agravis.de;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
11235;AGRAVIS Technik Ahaus-Borken GmbH;Außenstelle Ahaus;;Postfach 6669;48035;Münster;Deutschland;02561-937122;;heinz-josef.peek@agravis.de;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
21040;Fritz Lindner KG;--> erloschen;;Alte Reitbahn 8;48153;Münster;Deutschland;;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
19097;I.Q. Handelsges. mbH;;;Hugerlandshofweg 18-20;48155;Münster;Deutschland;0251-327212 FAX:-327;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
11195;AGRAVIS Technik Münsterland GmbH;Außenstelle Gyhum;;Industrieweg 110;48155;Münster;Deutschland;02561-937122;;heinz-josef.peek@agravis.de;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
11232;AGRAVIS Technik Ahaus-Borken GmbH;Außenstelle;;Industrieweg 110;48155;Münster;Deutschland;02561-937122;;heinz-josef.peek@agravis.de;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
12759;BKL Bedachungsgroßhandel;Kluh & Lehmann GmbH;;Kesslerweg 39;48155;Münster;Deutschland;0251 / 627450;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
18996;HKL Baumaschinen GmbH;;;Kesslerweg 9;48155;Münster;Deutschland;;;;;36;EDE-Neu;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;EDE 117 676
14128;EWELS Reinigunssysteme;;;Rudolf-Diesel-Str. 1;48157;Münster;Deutschland;0251/3211555 FAX 321;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
23103;Josef Nienstedt;Eisen- u. Haushaltwaren;;Handorferstr. 18;48157;Münster;Deutschland;0251 / 328951;0251 / 328951;;;36;EDE-Neu;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;EDE 843 628
18469;G F R S;Großflächenreinigungssysteme;Inh. Heuermann;Am Haselhof 89;48163;Münster;Deutschland;;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;EDE 117 676
27207;Rüschenschmidt & Tüllmann;GmbH & Co.;;Borkstr. 9;48163;Münster;Deutschland;;;;;5;EDE-Verband;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;EDE 205 605
16107;FREUCO GmbH & Co. KG;Service GmbH & Co. KG;;Osttor 3 / Gewerbegeb. Nobels.;48165;Münster;Deutschland;02501 / 9230 300;02501 / 9230 730;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
20447;Klassen Gebäudetechnik;GmbH & Co. KG;;Zumlohstr. 8;48231;Warendorf;Deutschland;02581 / 633566;0721 / 151563989;viktor.klassen@online.de;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
12246;Bay Wa AG Vertr.Baustoffe;ILN 4333642502745;;Linnertstr. 4-6;48249;Dülmen;Deutschland;02594/8405-550;02594/9405-907;;;21;BAYWA Baustoffe;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
14002;Elkendorf Gmbh;Baufuchs;;Konrad-Adenauer-Str. 17;48317;Drensteinfurt;Deutschland;02508/9823-0;02508/9823-33;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
17166;Franz Graute;;;Eickendorf 1;48317;Drensteinfurt;Deutschland;;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
11121;AS Industrietechnik;Technischer Großhandel GmbH;;Industrieweg 8;48324;Sendenhorst;Deutschland;02526 / 3150;02526 / 3154;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
13159;Anton Decker - Standortaufgabe;;;Hauptstr. 62;48346;Ostbevern;Deutschland;02532 / 959535;02532 / 957076;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
12639;BSW-Anlagenbau;;;Boschweg 48;48351;Everswinkel;Deutschland;02582/66140 FAX 6614;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
31032;Gebr. Titgemeyer GmbH & Co.KG;Postfach 43 20;;Hannoversche Straße 97;49084;Osnabrück;Deutschland;0541/5822-270;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
12833;Belko;Josef Belkenheid Nachf. GmbH;;Gesmolder Str. 61;49084;Osnabrück;Deutschland;0541 / 9519220;0541 / 95192295;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
12433;A.Brickwedde;GmbH & Co. KG;;Albert-Brickwedde-Str. 2;49084;Osnabrück;Deutschland;0541/584850;0541/58485-17;info@brickwedde.de;;5;EDE-Verband;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;EDE 228 974
12839;Belkenheid Nachf. GmbH;;;Gesmolder Str. 61;49084;Osnabrück;Deutschland;0541 / 951922 0;0541 / 951922 95;info@belkola.de;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
19062;Jovic Tooltechnik GmbH;;;Heideweg 33-35;49086;Osnabrück;Deutschland;0541 / 50350;0541 / 5003525;Ueffing@LJovic.de;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
18984;HKL Baumaschinen GmbH;;;Elbestr. 60;49090;Osnabrück;Deutschland;;;;;36;EDE-Neu;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;EDE 117 676
12909;Arthur Burkowski;Vermietungs- und Service GmbH;;Bremer Straße 7;49124;Georgsmarienhütte;Deutschland;05401-40276 Fax: - 4;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
23039;Karl Niemeyer;;;Hindenburgstr. 10;49124;Georgsmarienhütte;Deutschland;04501/839222;04501/839221;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
18644;Hilbertz GmbH & Co. KG;Maschinen und Werkzeuge;;Marie-Curie-Str. 25;49134;Wallenhorst;Deutschland;;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
12003;Beermann Landtechnik GmbH;Inh. Andreas Beermann;;Osnabrücker Str. 320;49152;Bad Essen - Wehrendorf;Deutschland;05472 / 2830;05472 / 4436;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
18093;hagebaumarkt Bad Essen;Ges. 160501;;Gartenstr. 72-74;49152;Bad Essen;Deutschland;;;;;23;Hagebaumarkt;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;Hagebau 160501
27115;Reitel;Feinwerktechnik GmbH;;Senfdamm 20;49152;Bad Essen;Deutschland;05472 / 94320;05472 / 943240;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
11220;Akzo Nobel Farbe & Heimtex GmbH;(ehem. Timpe & Mock);;Im Westerbruch 70;49152;Bad Essen;Deutschland;05472 / 94410;05472 / 944122;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
34185;Werner Wiemann GmbH;;;Mühlenweg 4;49170;Hagen a.T.W.;Deutschland;05401/89130 FAX 8913;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
27318;Susanne Ritschel;Handelsvertretung;;Natruper Str. 14;49170;Hagen a. T.W.;Deutschland;;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
18069;Hagebaumarkt;N I L S S O N GmbH & Co. KG;;Eisenbahnstraße 15;49176;Hilter;Deutschland;05424-232350;;;;23;Hagebaumarkt;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
13120;Julius Dellbrügge u.Sohn;OHG Dissen a.T.W.;;Osnabrücker Str. 9-11;49201;Dissen;Deutschland;05421 / 2218;05421 / 933316;;;3;NBH;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;NB 0435  L 690261
20104;Kleine - Tebbe GmbH & Co. KG;;;Frankfurter Straße 4-8;49214;Bad Rothenfelde;Deutschland;05424/1044 FAX: -561;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
19618;Häder GmbH;Antriebs-u.Automatisierungstechnik;;Gesmolder Str. 78;49324;Melle;Deutschland;05422/9423-0;05422/9423-58;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
12750;Wilfried Braunert;;;Meyer zum Gottesberger Str. 42;49324;Melle;Deutschland;05422 / 1617;05422 / 3630;wbraunert@t-online.de;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
18666;Stavermann GmbH;.;;Industriestrasse 20;49324;Melle-Gerden;Deutschland;05422 / 930350;05422 / 930352;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
16149;FRYE  GmbH;Int.Spedition;;Maschweg 25;49324;Melle;Deutschland;05422/1090 FAX 10960;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
22197;Möller GmbH;;;Bremer Str. 7;49356;Diepholz - OT Heede;Deutschland;05441 / 5959 0;05441 / 5959 20;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
11138;ALMES GmbH;;;Lohner Str. 5;49377;Vechta;Deutschland;04441 / 921390;04441 / 921391;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
24456;OBI GmbH & Co. Deutsch. KG;Fil. Vechta - Markt 505;;Falkenrotterstr. 151;49377;Vechta;Deutschland;;;;;24;Obi;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;ILN 4399902035392
12828;Big Dutchman International GmbH;;;Auf der Lage 2;49377;Vechta-Calveslage;Deutschland;04447-8010;04447-801237;big@bigdutchman.de;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
12979;BBAG Vechta-Langförden e.G.;;;Oldenburger Str. 250;49377;Vechta-Valveslage;Deutschland;04441 / 93160;04441 / 931690;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
20411;Krapp Eisen GmbH & Co. KG;;;Lindenstr. 105;49383;Lohne;Deutschland;04442 / 940104;04442 / 940166;info@krapp.de;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;EDE 292 699
18711;NH Nord-Hydraulik;;;Borringshauser Str. 6;49401;Damme;Deutschland;05491 / 999853;05491 / 999854;info@brennholztechnik.de;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
18193;Fritz Bobrink;Inh. Thorsten Bobrink;;Bremer Str. 43;49406;Barnstorf;Deutschland;05442-1785;05442-3808;bobrink-barnstorf@t-online.de;www.gardentec-bobrink.de;38;IRMS;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;I.R.M.S. 355
16174;Manfred Faske Visbek GmbH;-Werkz.-Masch.-Industriebed.-;;Visbeker Damm 16;49429;Visbek;Deutschland;04445/91010;04445 / 961102;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
34347;Jürgen Winter;;;Düversbrucherstr. 106;49448;Hüde-Evershorst;Deutschland;05447 / 1423;05447 / 382;info@winter-geraetehandel.de;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
25185;Promaxx GmbH;Technischer Handel;;Blumenweg 1;49451;Holdorf;Deutschland;05494 / 91910;05494 / 919111;info_promaxx@t-online.de;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
16184;4 F Maschinentechnik GmbH;;;Am Gasspeicher 6;49453;Rehden;Deutschland;;05446-997025;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
19641;Jasper Agrartechnik GmbH;;;Im Gewerbegebiet 5;49453;Wetschen;Deutschland;05446 / 9936 40;05446 / 9936 15;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
27375;Rentas Werkzeugvermietung + Service;(im Hellweg Baumarkt);;Östingstr. 3;59063;Hamm;Deutschland;;;;;47;Krämer, Duisburg;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;Krämer Einkauf+Marketing Gruppe (KEM)
25215;Peters sen.;;;Lilienstr. 59;59063;Hamm;Deutschland;;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
12320;Reinke Werkzeug- u.Maschinen;Handelsges. mbH;;Heessener Straße 37;59065;Hamm;Deutschland;02381/32065;02381/36296;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
34127;Eisen Wilms;Inh.Ralf Wilms e.K.;;Oststrasse 21;59065;Hamm;Deutschland;02381/24232;02381/23671;;;5;EDE-Verband;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
22295;MIETPROFI;;;Sachsenweg 22;59067;Hamm;Deutschland;;;;;44;MIETPROFI;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
27257;Werkzeugvermietung Krukenbaum;Inh. Pino Krukenbaum;;Dortmunder str. 110;59067;Hamm;Deutschland;02381 / 944213;02381 / 944214;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
13065;Dachdecker-Einkauf West eG;;;Oberster Kamp 6;59069;Hamm;Deutschland;05232/60030;05232/600392;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
24077;OBI Heimwerkermarkt GmbH & Co.;Mietprofi;;Sachsenweg 22;59073;Hamm;Deutschland;02381-307230;02381-3072390;;www.mietprofi.de;24;Obi;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
24398;OBI GmbH & Co. Deutschland KG;-207;;Sachsenweg 22;59073;Hamm;Deutschland;;;;;24;Obi;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;Marktnr. 207
12871;Bücker Landwirtschafts- und;Industriebedarf GmbH;;Dortmunder Str. 183-187;59077;Hamm;Deutschland;02381 / 462046;02381 / 410260;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
22533;M.E.R.T.I.N. GmbH & Co. KG;Garten- u. Rein.-Technik - Landtechnik;;Küferstr. 6;59077;Hamm;Deutschland;02381 / 9569394;02381 / 9569753;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
21134;B. Lamik;;;Lortzingstrasse 10;59174;Kamen;Deutschland;TEL:02203-913241 A:0;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
20419;Kollmer GmbH;;;Gutenbergstr. 4;59174;Kamen;Deutschland;02307 / 924900;02307 / 9249022;info@autohaus-kollmer.de;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
37116;C-S-P GmbH;Fahrzeugaufbereitungd-Zentrum;;Am Schlagbaum 4;59192;Bergkamen;Deutschland;02307 / 208440;02307 / 2084420;info@csp-bergkamen.de;www.csp-bergkamen.de;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
21186;Lin-Tec;Lindau Entsorgungstechnik GmbH;;Schinkelstr. 82;59227;Ahlen;Deutschland;02382 / 918500;02382 / 9185010;info@lin-tec.net;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
22194;M + M;Metallverarbeitung;;Bessemerstr. 7a;59229;Ahlen;Deutschland;02382 / 769230;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
23008;B. Nawrot;;;Beckumer Str. 127-133;59229;Ahlen;Deutschland;02382/6936;02382/74734;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
25096;Porombka GmbH;;;Vorhelmer Strase 61;59269;Beckum;Deutschland;;;porombka_gmbh@t-online.de;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
12717;Blumenbecker Industrie-Service GmbH;Zentraler Rechnungseingang;;Sudhoferweg 99-107;59269;Beckum;Deutschland;02521 / 84060;02521 / 8406169;;;36;EDE-Neu;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;EDE 293 342
18582;Josef Hagelschuer;Sanitär + Heizungsmarkt;;Dülmener Str. 21;59348;Lüdinghausen-Seppenrade;Deutschland;02591/8211;02591/88226;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
27425;Raiffeisen Lüdinghausen eG;Geschäftst. Seppenrade;;Dülmener Str. 19;59348;Lüdinghausen;Deutschland;;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
14152;ESKADO-GOLDPRODUKT;Non Food GmbH;;Baaken 41;59368;Werne;Deutschland;02389/1699;02389/536061;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
31004;Horst Teschner;;;Knappenweg 4;59379;Selm;Deutschland;;;;;4;NW;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;NW 4187
27126;AGRAVIS Technik;Münsterland GmbH;;Raiffeisenstr. 25;59387;Ascheberg;Deutschland;02593/9585-0;02593/9585-20;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
27430;Raiffeisen Lüdighausen eG;RM Lüdinghausen;;Postfach 80;59396;Olfen;Deutschland;;;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
13066;Dehne;Heim & Hobby GmbH;;Massener Strasse 22;59423;Unna;Deutschland;02303/12647;02303/15963;;;;;8;Richard Langrzik;+49 162 2424148;langrzik@kraenzle.com;
